gen,best,mean,div_geno,selpres,sigma,event,immigrants
300,0.12244349619969408,0.11590637636570325,0.1134866312101618,1.7,0.11218436873747492,-,0
301,0.12244349619969408,0.11602962700707269,0.1127976373908473,1.7,0.11172344689378755,-,0
302,0.12244349619969408,0.11614440639729491,0.11151460624997013,1.7,0.11126252505010018,-,0
303,0.12244349619969408,0.11666240442723694,0.11084660111184111,1.7,0.1108016032064128,-,0
304,0.12244349619969408,0.11660752335594834,0.11123408827998124,1.7,0.11034068136272543,-,0
305,0.12244349619969408,0.11675396091783988,0.11227369910010904,1.7,0.10987975951903806,-,0
306,0.12244349619969408,0.1167299104131437,0.11313030457391648,1.7,0.10941883767535071,-,0
307,0.12252124600411421,0.11721443666105055,0.11131617464354485,1.7,0.10895791583166334,-,0
308,0.12253575321255723,0.11729197780778207,0.11041734721954762,1.7,0.10849699398797596,-,0
309,0.12253575321255723,0.11750644253184635,0.10837967781734997,1.7,0.10803607214428859,-,0
310,0.12253575321255723,0.11738143501887718,0.10825000961823643,1.7,0.10757515030060122,-,0
311,0.1226123476425745,0.11715228892128397,0.10778280153334446,1.7,0.10711422845691382,-,0
312,0.1226123476425745,0.11706386049238238,0.10849123560166565,1.7,0.10665330661322645,-,0
313,0.12384989963529318,0.1177458379634313,0.10811813948207577,1.7,0.10619238476953907,-,0
314,0.12384989963529318,0.11767523774522926,0.1079266024554896,1.7,0.1057314629258517,-,0
315,0.12384989963529318,0.11765137073643499,0.1077567146666005,1.7,0.10527054108216433,-,0
316,0.12384989963529318,0.11802313657292926,0.10747464667838919,1.7,0.10480961923847695,-,0
317,0.12384989963529318,0.11819108259598435,0.10671146783826038,1.7,0.10434869739478958,-,0
318,0.12384989963529318,0.11848865483185363,0.10721603660709175,1.7,0.10388777555110221,-,0
319,0.12464479311345096,0.11900525800801529,0.10775540196548572,1.7,0.10342685370741483,-,0
320,0.12464479311345096,0.11891638041812946,0.10849285218899332,1.7,0.10296593186372746,-,0
321,0.12464479311345096,0.11881925383411533,0.10790032625918192,1.7,0.10250501002004009,-,0
322,0.12464479311345096,0.11881377729511108,0.10719405915543678,1.7,0.10204408817635272,-,0
323,0.12464479311345096,0.11892479247025338,0.10745270488500577,1.7,0.10158316633266534,-,0
324,0.12464479311345096,0.1194218089191621,0.10665088542534276,1.7,0.10112224448897794,-,0
325,0.12479622971818158,0.11979717602794224,0.10432149326206934,1.7,0.10066132264529057,-,0
326,0.12479622971818158,0.11952096419929062,0.10491774110884208,1.7,0.1002004008016032,-,0
327,0.12507865059744439,0.11958632831279414,0.10468734014548817,1.7,0.09973947895791582,-,0
328,0.12507865059744439,0.1199126872687906,0.10438806789446006,1.7,0.09927855711422845,-,0
329,0.12554086712720477,0.1203530292449285,0.10360500726544732,1.7,0.09881763527054108,-,0
330,0.12554086712720477,0.12037284953451229,0.10442856629211877,1.7,0.0983567134268537,-,0
331,0.12554086712720477,0.120402181177322,0.10504522873542277,1.7,0.09789579158316633,-,0
332,0.12554086712720477,0.12042836632550244,0.10591906403775606,1.7,0.09743486973947896,-,0
333,0.12557287135966902,0.12061587255160351,0.10549469071653865,1.7,0.09697394789579158,-,0
334,0.12606180616912815,0.12069824329303906,0.10417806138119735,1.7,0.09651302605210421,-,0
335,0.12606180616912815,0.12083233313865112,0.10490435790459726,1.7,0.09605210420841684,-,0
336,0.12606180616912815,0.12094690611283573,0.10488240145776401,1.7,0.09559118236472944,-,0
337,0.12606180616912815,0.1211762545246761,0.1046152594731614,1.7,0.09513026052104206,-,0
338,0.12650801992869665,0.12130457403006441,0.10404866961022495,1.7,0.09466933867735469,-,0
339,0.12670955406757187,0.12156928089448701,0.10363328294693952,1.7,0.09420841683366732,-,0
340,0.12670955406757187,0.12209561300001548,0.10323752043054857,1.7,0.09374749498997995,-,0
341,0.12733872053337109,0.12232705894299185,0.10182319345682818,1.7,0.09328657314629257,-,0
342,0.12733872053337109,0.12218948476556876,0.10113496612484162,1.7,0.0928256513026052,-,0
343,0.12733872053337109,0.12277173795589276,0.09905519278362226,1.7,0.09236472945891783,-,0
344,0.12733872053337109,0.12303936866864111,0.09889891166898374,1.7,0.09190380761523045,-,0
345,0.12733872053337109,0.12314670698806854,0.09905917210271899,1.7,0.09144288577154308,-,0
346,0.12733872053337109,0.12324026524039373,0.09894209464120836,1.7,0.09098196392785571,-,0
347,0.12733872053337109,0.12295156695434217,0.09959450985582849,1.7,0.09052104208416833,-,0
348,0.12733872053337109,0.12319894191941409,0.09942039840351595,1.7,0.09006012024048096,-,0
349,0.12805679862918332,0.1228940258087389,0.09900977454428388,1.7,0.08959919839679356,-,0
350,0.12805679862918332,0.12345463017089194,0.09799429066134548,1.7,0.08913827655310619,-,0
351,0.1282364283816045,0.12330299734549569,0.09684944498426735,1.7,0.08867735470941882,-,0
352,0.1282364283816045,0.12326124253980683,0.09599484221537491,1.7,0.08821643286573144,-,0
353,0.1282364283816045,0.12362941931145714,0.09532502737283452,1.7,0.08775551102204407,-,0
354,0.1282364283816045,0.12367908339020492,0.09553910816655879,1.7,0.0872945891783567,-,0
355,0.12873166014428247,0.12352408247365006,0.09517429663037598,1.7,0.08683366733466932,-,0
356,0.12873166014428247,0.12379349304406821,0.09396909094341065,1.7,0.08637274549098195,-,0
357,0.12873166014428247,0.12421930992408906,0.09019809508445105,1.7,0.08591182364729458,-,0
358,0.12886217877843126,0.12429023076594665,0.08887617119415094,1.7,0.2563527054108216,boost,1
359,0.12886217877843126,0.11539718586985992,0.1437236193646365,1.7,0.042494989979959916,damp,0
360,0.1292252086832859,0.12057340010377209,0.11219447058658964,1.7,0.08452905811623246,-,0
361,0.1292252086832859,0.1230522048437043,0.1004101290803291,1.7,0.08406813627254506,-,0
362,0.1292252086832859,0.1235750323979665,0.09557657719326267,1.7,0.08360721442885771,-,0
363,0.12993326791690984,0.12402501509243984,0.0950116808045027,1.7,0.08314629258517034,-,0
364,0.12993326791690984,0.12415621215659858,0.09423683387653682,1.7,0.08268537074148297,-,0
365,0.12993326791690984,0.12446713869254707,0.09490505042018962,1.7,0.0822244488977956,-,0
366,0.12993326791690984,0.12492047964190856,0.09402183795415367,1.7,0.08176352705410822,-,0
367,0.12993326791690984,0.1252060719324959,0.09248097833573564,1.7,0.08130260521042085,-,0
368,0.12993326791690984,0.12579376249192095,0.08766106660392414,1.7,0.24252505010020042,boost,0
369,0.12993326791690984,0.12412072021434613,0.09753327122164443,1.7,0.0803807615230461,-,0
370,0.12993326791690984,0.12445501124186946,0.09474767885952252,1.7,0.07991983967935873,-,0
371,0.12993326791690984,0.12458929511159293,0.09257728918101048,1.7,0.07945891783567136,-,0
372,0.130266907858164,0.12551888038264442,0.08669630922469587,1.7,0.23699398797595186,boost,0
373,0.130266907858164,0.1240517478201327,0.0969822341633416,1.7,0.07853707414829658,-,0
374,0.130266907858164,0.12466250934230802,0.09500328407294972,1.7,0.07807615230460921,-,0
375,0.130266907858164,0.12487295201694068,0.09233841489595701,1.7,0.07761523046092184,-,0
376,0.130266907858164,0.12518272388373264,0.08761178726747283,1.7,0.2314629258517034,boost,1
377,0.130266907858164,0.11641177848236595,0.14373232441661007,1.7,0.038346693386773545,damp,0
378,0.130266907858164,0.12020624128304513,0.12167424950896338,1.7,0.03811623246492986,damp,0
379,0.130266907858164,0.12458620957741003,0.09352501264092877,1.7,0.07577154308617234,-,0
380,0.130266907858164,0.12518574057828072,0.08753671676956505,1.7,0.2259318637274549,boost,0
381,0.130266907858164,0.1246410715549269,0.09387209673929084,1.7,0.0748496993987976,-,0
382,0.130266907858164,0.12466673696377617,0.09167014760530373,1.7,0.07438877755511022,-,0
383,0.130266907858164,0.1253506813586796,0.08875377365543378,1.7,0.22178356713426856,boost,0
384,0.130266907858164,0.123892981326531,0.09722727258608414,1.7,0.07346693386773548,-,0
385,0.130266907858164,0.12423192611672518,0.09282675405273491,1.7,0.07300601202404808,-,0
386,0.13028919603437408,0.12536699491121858,0.08425644782859,1.7,0.21763527054108212,boost,0
387,0.13028919603437408,0.12427183694375232,0.0911037421217439,1.7,0.07208416833667333,-,0
388,0.13028919603437408,0.12432834732686715,0.0906506923858699,1.7,0.07162324649298596,-,0
389,0.13028919603437408,0.12455829253496072,0.08697585034904878,1.7,0.21348697394789576,boost,0
390,0.13028919603437408,0.12382963211166106,0.09202448939854636,1.7,0.07070140280561121,-,0
391,0.13028919603437408,0.12434175538332774,0.08721174744794134,1.7,0.21072144288577152,boost,1
392,0.13028919603437408,0.11610066187261707,0.141086722007185,1.7,0.034889779559118234,damp,0
393,0.13028919603437408,0.1154221261195415,0.13980392140057,1.7,0.03465931863727455,damp,0
394,0.13028919603437408,0.12279362735994455,0.10010894272934037,1.7,0.06885771543086172,-,0
395,0.13028919603437408,0.12450468566007618,0.08552131083420089,1.7,0.20519038076152304,boost,0
396,0.13028919603437408,0.12396553985837248,0.08762332783200223,1.7,0.20380761523046093,boost,0
397,0.13028919603437408,0.12296637586563382,0.09392941827962695,1.7,0.06747494989979957,-,0
398,0.13028919603437408,0.12375544737067914,0.09120414710104881,1.7,0.0670140280561122,-,0
399,0.13028919603437408,0.12457688275457993,0.08718853480953921,1.7,0.19965931863727449,boost,0
400,0.13028919603437408,0.1237275381463836,0.09310822995383895,1.7,0.06609218436873746,-,0
401,0.13028919603437408,0.12391362644728113,0.08894572429003343,1.7,0.19689378757515025,boost,0
402,0.13028919603437408,0.12319095497540138,0.09259170295895154,1.7,0.06517034068136271,-,0
403,0.13028919603437408,0.12379573764500318,0.08768004105178416,1.7,0.194128256513026,boost,0
404,0.13028919603437408,0.12346305756091183,0.08977640119056712,1.7,0.1927454909819639,boost,0
405,0.13028919603437408,0.12339757223863493,0.09310220761077553,1.7,0.06378757515030059,-,0
406,0.13028919603437408,0.1240134723878108,0.08950239074859963,1.7,0.18997995991983965,boost,1
407,0.13028919603437408,0.11566122070968335,0.1434646000838503,1.7,0.03143286573146292,damp,0
408,0.13028919603437408,0.12273632302342011,0.09963584684727857,1.7,0.06240480961923847,-,0
409,0.13104411487888096,0.12391124756266483,0.09233998308920613,1.7,0.0619438877755511,-,0
410,0.13104411487888096,0.12516762170546827,0.07952248916701796,1.7,0.1844488977955911,boost,0
411,0.13104411487888096,0.12459274517336219,0.0834200466008166,1.7,0.18306613226452897,boost,0
412,0.13104411487888096,0.12367941490895977,0.08837903530187038,1.7,0.18168336673346686,boost,0
413,0.13104411487888096,0.12337933482166248,0.09102952607876585,1.7,0.06010020040080158,-,0
414,0.13104411487888096,0.12351842549232202,0.0878509591183338,1.7,0.17891783567134262,boost,0
415,0.13104411487888096,0.12317828498404286,0.08908623180904394,1.7,0.1775350701402805,boost,0
416,0.13104411487888096,0.12319455983596664,0.08879935594995435,1.7,0.17615230460921838,boost,0
417,0.13104411487888096,0.12280960712127124,0.08963626187145907,1.7,0.17476953907815634,boost,0
418,0.13104411487888096,0.12270912777179195,0.08970912682859444,1.7,0.17338677354709423,boost,0
419,0.13104411487888096,0.1221630200590909,0.09237117951693263,1.7,0.05733466933867737,-,0
420,0.13104411487888096,0.12282004932379245,0.0896576650836154,1.7,0.17062124248497,boost,0
421,0.13104411487888096,0.12270265675006416,0.089823912303276,1.7,0.16923847695390778,boost,1
422,0.13104411487888096,0.1151694563670144,0.1412632581122308,1.7,0.02797595190380761,damp,0
423,0.13104411487888096,0.11778121801217598,0.12433596084112737,1.7,0.027745490981963924,damp,0
424,0.13104411487888096,0.12142842524774693,0.0974665280667736,1.7,0.055030060120240476,-,0
425,0.13104411487888096,0.12336908863318752,0.0841649517446952,1.7,0.1637074148296593,boost,0
426,0.13104411487888096,0.12360307762383342,0.0815508705395362,1.7,0.1623246492985972,boost,0
427,0.13104411487888096,0.12351962028107125,0.08291238782502226,1.7,0.16094188376753507,boost,0
428,0.13104411487888096,0.12315797808072218,0.08454602140841765,1.7,0.15955911823647295,boost,0
429,0.13104411487888096,0.12353320320321037,0.08260444518022995,1.7,0.15817635270541083,boost,0
430,0.13104411487888096,0.12317961972118954,0.08466947362455009,1.7,0.15679358717434871,boost,0
431,0.13104411487888096,0.12243448039631799,0.08959424555748613,1.7,0.1554108216432866,boost,0
432,0.13104411487888096,0.12203691562212522,0.0926867231609269,1.7,0.05134268537074149,-,0
433,0.13104411487888096,0.12259695888798147,0.08918736505866477,1.7,0.15264529058116227,boost,0
434,0.13104411487888096,0.12263523879959506,0.09183571739636313,1.7,0.05042084168336672,-,0
435,0.13104411487888096,0.12353037924058881,0.08715495835378813,1.7,0.14987975951903804,boost,0
436,0.13104411487888096,0.12361567230083045,0.08590368796071159,1.7,0.14849699398797592,boost,1
437,0.13104411487888096,0.1164412644456188,0.1373124791784542,1.7,0.0245190380761523,damp,0
438,0.13104411487888096,0.12156563684868349,0.10770347619413445,1.7,0.048577154308617226,-,0
439,0.13104411487888096,0.12385525477832911,0.0863401549344468,1.7,0.14434869739478956,boost,0
440,0.13104411487888096,0.1241047723410588,0.07915731454189351,1.7,0.14296593186372744,boost,0
441,0.13104411487888096,0.12404659487018861,0.08147342482654378,1.7,0.14158316633266532,boost,0
442,0.13104411487888096,0.12416782361452547,0.08027325327256837,1.7,0.1402004008016032,boost,0
443,0.13104411487888096,0.12411539674786272,0.08021889345019069,1.7,0.13881763527054108,boost,0
444,0.13104411487888096,0.12410422965447691,0.08053117089983718,1.7,0.13743486973947897,boost,0
445,0.13104411487888096,0.12395859583776898,0.08060810969587748,1.7,0.13605210420841685,boost,0
446,0.13104411487888096,0.12412969831481932,0.0817954576360748,1.7,0.13466933867735464,boost,0
447,0.13104411487888096,0.12458350792967339,0.08165660284931946,1.7,0.13328657314629253,boost,0
448,0.13104411487888096,0.12428088254010941,0.08368431268007441,1.7,0.1319038076152304,boost,0
449,0.13104411487888096,0.12410241434128869,0.08326394381911068,1.7,0.1305210420841683,boost,0
450,0.13104411487888096,0.12438734438084151,0.08183240557184682,1.7,0.12913827655310617,boost,0
451,0.13104411487888096,0.1248405121206924,0.08103020584456914,1.7,0.12775551102204405,boost,1
452,0.13104411487888096,0.11741714746204028,0.13349416181614931,1.7,0.02106212424849699,damp,0
453,0.13104411487888096,0.12448893627368492,0.08679152868656624,1.7,0.12498997995991981,boost,0
454,0.13104411487888096,0.12522801746171125,0.07598893831852772,1.7,0.12360721442885769,boost,0
455,0.13104411487888096,0.12529749258539105,0.07779052450463948,1.7,0.12222444889779557,boost,0
456,0.13104411487888096,0.12515240288491633,0.07775565272135489,1.7,0.12084168336673345,boost,0
457,0.13104411487888096,0.12519489125372568,0.07932610939652515,1.7,0.11945891783567134,boost,0
458,0.13104411487888096,0.125443204881996,0.07857357564106436,1.7,0.11807615230460913,boost,0
459,0.13104411487888096,0.12519667772858883,0.07887228372394145,1.7,0.11669338677354701,boost,0
460,0.13104411487888096,0.12518084926765108,0.08007712679393372,1.7,0.1153106212424849,boost,0
461,0.13104411487888096,0.1253799199710966,0.07831557460389986,1.7,0.11392785571142278,boost,0
462,0.13104411487888096,0.12542902564670105,0.07814654636146673,1.7,0.11254509018036066,boost,0
463,0.13104411487888096,0.12549482902719802,0.07913471749358938,1.7,0.11116232464929854,boost,0
464,0.13104411487888096,0.1253411513842321,0.07917567948531946,1.7,0.10977955911823642,boost,0
465,0.13104411487888096,0.12574589702266126,0.07829499090917377,1.7,0.1083967935871743,boost,0
466,0.13104411487888096,0.1260208020287474,0.07585662633627273,1.7,0.10701402805611218,boost,1
467,0.13104411487888096,0.11854741631233437,0.13156701753132696,1.7,0.017605210420841677,damp,0
468,0.13104411487888096,0.12275351956084682,0.10268253398690916,1.7,0.03474949899799598,-,0
469,0.13104411487888096,0.1253251790153877,0.08844820098714119,1.7,0.10286573146292582,boost,0
470,0.13104411487888096,0.1270320056254226,0.07184516907044737,1.7,0.1014829659318637,boost,0
471,0.13104411487888096,0.12700777841963007,0.07295798533213978,1.7,0.1001002004008015,boost,0
472,0.13104411487888096,0.12684527089985959,0.07476424451331405,1.7,0.09871743486973938,boost,0
473,0.13104411487888096,0.12715812261239295,0.07482206942075209,1.7,0.09733466933867735,boost,0
474,0.13104411487888096,0.12719586964688276,0.07434691216014928,1.7,0.09595190380761523,boost,0
475,0.13139927386234201,0.12774675812601322,0.07490798579343837,1.7,0.09456913827655311,boost,0
476,0.13139927386234201,0.12789920202707736,0.07440642230076354,1.7,0.09318637274549099,boost,0
477,0.13139927386234201,0.12785457389834415,0.07420630068811107,1.7,0.09180360721442887,boost,0
478,0.13139927386234201,0.12785061187410154,0.07425223589675943,1.7,0.09042084168336675,boost,0
479,0.13139927386234201,0.1279359244964809,0.07511756852935667,1.7,0.08903807615230463,boost,0
480,0.13139927386234201,0.12787660814961527,0.0751544997604745,1.7,0.08765531062124252,boost,0
481,0.131675482558895,0.12795849231649187,0.074950470242204,1.7,0.0862725450901804,boost,1
482,0.1319948824137054,0.12059889044896646,0.13033546680755026,1.7,0.014148296593186366,damp,0
483,0.13229680226731355,0.12753305506789323,0.08389230189645931,1.7,0.08350701402805608,boost,0
484,0.13229680226731355,0.1287483759314234,0.07252868070121737,1.7,0.08212424849699396,boost,0
485,0.13229680226731355,0.12913295725784008,0.07285571843456864,1.7,0.08074148296593184,boost,0
486,0.13274697695383453,0.12926377446977871,0.07331447472858324,1.7,0.07935871743486972,boost,0
487,0.1328870532205994,0.12965142217815367,0.07295941211195976,1.7,0.0779759519038076,boost,0
488,0.1328870532205994,0.12951117896148354,0.07310407520859788,1.7,0.07659318637274548,boost,0
489,0.13305928932419803,0.12979178765681212,0.07291446476375626,1.7,0.07521042084168336,boost,0
490,0.13354645518847572,0.1298879349706376,0.07269643600546691,1.7,0.07382765531062124,boost,0
491,0.13354645518847572,0.1300288117941207,0.0733433883566076,1.7,0.07244488977955912,boost,0
492,0.13354645518847572,0.12981936263136426,0.07389907087568481,1.7,0.071062124248497,boost,0
493,0.13354645518847572,0.13017600542279367,0.07404559086886685,1.7,0.06967935871743489,boost,0
494,0.13354645518847572,0.1304188050576653,0.07404689068987214,1.7,0.06829659318637268,boost,0
495,0.13355149970232238,0.13062800409169445,0.07379383494837291,1.7,0.06691382765531056,boost,0
496,0.13399777513261527,0.1309044149225275,0.07382503440229296,1.7,0.06553106212424845,boost,1
497,0.13399777513261527,0.12288591751473918,0.1319960438056578,1.7,0.010691382765531054,damp,0
498,0.13399777513261527,0.1285814038713719,0.09481753239819671,1.7,0.020921843687374736,-,0
499,0.13601744249941985,0.12926322407936436,0.08940699021464092,1.7,0.06138276553106209,boost,0
500,0.13601744249941985,0.13148694949965728,0.07528614361781626,1.7,0.05999999999999997,boost,0
